gene	SRR8309842	SRR8309843	SRR8309844
lcl|NZ_CP032667.1_cds_WP_000936566.1_38	3.395454545454545	0.0931818181818182	0.8242424242424242
lcl|NZ_CP032667.1_cds_WP_000879194.1_39	3.7306034482758617	0.08908045977011493	0.8369252873563219
lcl|NZ_CP032667.1_cds_WP_001065718.1_40	3.2490096208262598	1.714204867006225	2.685342388228636
lcl|NZ_CP032667.1_cds_WP_001403836.1_41	3.1797752808988764	0.752059925093633	1.3423220973782772
lcl|NZ_CP032667.1_cds_WP_001295241.1_42	3.3752759381898456	0.3708609271523179	1.225165562913907
lcl|NZ_CP032667.1_cds_WP_001288549.1_43	3.5449202350965576	0.0940386230058774	0.7178841309823678
lcl|NZ_CP032667.1_cds_WP_000805509.1_44	3.0578231292517013	0.22789115646258504	0.7414965986394558
lcl|NZ_CP032667.1_cds_WP_000779426.1_45	2.9902319902319903	2.407814407814408	1.103785103785104
lcl|NZ_CP032667.1_cds_WP_000535961.1_46	3.3474025974025974	0.6558441558441559	0.9209956709956708
lcl|NZ_CP032667.1_cds_WP_001172878.1_47	3.0742616033755272	0.750210970464135	0.8531645569620253
lcl|NZ_CP032667.1_cds_WP_001315909.1_48	1.1768707482993197	0.3673469387755102	0.4081632653061225
lcl|NZ_CP032667.1_cds_WP_000834439.1_49	3.3470715835141003	0.2118582791033984	0.8929862617498192
lcl|NZ_CP032667.1_cds_WP_000702898.1_50	3.3803363518758087	0.17076326002587322	0.8930573523070289
lcl|NZ_CP032667.1_cds_WP_001300954.1_51	3.6654970760233923	0.5245614035087719	0.9292397660818712
lcl|NZ_CP032667.1_cds_WP_001295238.1_52	3.4489942528735638	0.3017241379310345	0.8785919540229885
lcl|NZ_CP032667.1_cds_WP_000468833.1_53	3.649253731343284	0.5240464344941956	1.0746268656716418
lcl|NZ_CP032667.1_cds_WP_000678419.1_54	3.693083573487032	0.21805955811719505	0.9087415946205571
lcl|NZ_CP032667.1_cds_WP_001070177.1_55	3.5014492753623188	0.4985507246376812	0.9768115942028984
lcl|NZ_CP032667.1_cds_WP_000280488.1_56	3.2792792792792786	0.9454717875770507	0.93266951161688
lcl|NZ_CP032667.1_cds_WP_000135058.1_57	2.891304347826087	6.902173913043479	2.0362318840579707
lcl|NZ_CP032667.1_cds_WP_001295237.1_58	2.8669871794871797	3.698717948717949	1.4230769230769231
lcl|NZ_CP032667.1_cds_WP_000870036.1_59	3.4200831847890667	0.10873440285204992	0.8324420677361853
lcl|NZ_CP032667.1_cds_WP_000924289.1_60	3.237864077669903	0.156957928802589	0.7346278317152104
lcl|NZ_CP032667.1_cds_WP_001350563.1_61	3.4472727272727277	0.2024242424242424	0.7745454545454545
lcl|NZ_CP032667.1_cds_WP_000621340.1_62	3.773148148148149	1.3483796296296295	1.0902777777777777
lcl|NZ_CP032667.1_cds_WP_001350562.1_63	3.825327510917031	0.9024745269286754	0.935953420669578
lcl|NZ_CP032667.1_cds_WP_000806177.1_64	3.2694704049844243	0.14641744548286606	0.883177570093458
lcl|NZ_CP032667.1_cds_WP_000818601.1_65	3.5628140703517586	0.4455611390284757	0.8994974874371859
lcl|NZ_CP032667.1_cds_WP_001393518.1_66	3.1951754385964914	0.5	0.9057017543859648
lcl|NZ_CP032667.1_cds_WP_000050139.1_67	3.1883701883701883	0.5798525798525799	0.8918918918918919
lcl|NZ_CP032667.1_cds_WP_001350561.1_68	3.3617339312406576	0.2002989536621824	0.8938714499252616
lcl|NZ_CP032667.1_cds_WP_000091955.1_69	3.1012658227848102	76.82700421940929	7.341772151898733
lcl|NZ_CP032667.1_cds_WP_001051798.1_70	1.8869047619047616	44.55952380952381	5.029761904761905
lcl|NZ_CP032667.1_cds_WP_001114543.1_71	3.380246913580247	0.4802469135802469	1.0802469135802468
lcl|NZ_CP032667.1_cds_WP_001171866.1_72	3.0625	0.35208333333333336	0.8041666666666667
lcl|NZ_CP032667.1_cds_WP_000891564.1_73	3.4162754303599367	0.4139280125195618	0.9241001564945228
lcl|NZ_CP032667.1_cds_WP_001350560.1_74	3.1055088702147526	1.3912231559290382	0.9374416433239964
lcl|NZ_CP032667.1_cds_WP_000634283.1_75	3.0764444444444443	1.1422222222222222	0.968
lcl|NZ_CP032667.1_cds_WP_000229840.1_76	2.7681704260651627	0.7456140350877193	0.7756892230576441
lcl|NZ_CP032667.1_cds_WP_000158225.1_77	1.358974358974359	0.688034188034188	0.2467948717948718
lcl|NZ_CP032667.1_cds_WP_000683964.1_78	2.8157407407407407	1.0351851851851852	0.612037037037037
lcl|NZ_CP032667.1_cds_WP_001188013.1_79	2.385294117647059	0.85	0.5058823529411764
lcl|NZ_CP032667.1_cds_WP_000376841.1_80	2.546705998033432	0.775811209439528	0.3726647000983284
lcl|NZ_CP032667.1_cds_WP_000615254.1_81	2.565092989985694	1.4678111587982832	0.7553648068669528
lcl|NZ_CP032667.1_cds_WP_000790279.1_82	2.143192488262911	0.4366197183098591	0.25
lcl|NZ_CP032667.1_cds_WP_001236433.1_83	1.8500931098696465	0.4022346368715084	0.223463687150838
lcl|NZ_CP032667.1_cds_WP_001395405.1_84	1.855555555555556	0.6619047619047619	0.19206349206349208
lcl|NZ_CP032667.1_cds_WP_001264584.1_85	3.105208333333333	0.6739583333333333	0.9458333333333332
lcl|NZ_CP032667.1_cds_WP_000699219.1_86	3.2416427889207258	1.1900668576886342	1.2913085004775549
lcl|NZ_CP032667.1_cds_WP_000587764.1_87	3.1993569131832795	5.142550911039657	2.657020364415863
lcl|NZ_CP032667.1_cds_WP_000842820.1_88	2.858974358974359	5.9393939393939394	2.3449883449883453
lcl|NZ_CP032667.1_cds_WP_001213834.1_89	3.570593149540518	1.4736842105263157	1.214703425229741
lcl|NZ_CP032667.1_cds_WP_000646007.1_90	3.5653021442495128	0.8567251461988304	1.1783625730994152
lcl|NZ_CP032667.1_cds_WP_000982115.1_91	3.0869565217391304	0.6521739130434783	0.7236714975845411
lcl|NZ_CP032667.1_cds_WP_000483847.1_92	3.20625	0.265625	0.80625
lcl|NZ_CP032667.1_cds_WP_001214147.1_93	3.3271028037383177	0.5926791277258567	0.7975077881619937
lcl|NZ_CP032667.1_cds_WP_001350558.1_94	3.4951456310679614	10.359223300970873	1.3747572815533982
lcl|NZ_CP032667.1_cds_WP_001567109.1_95	2.0656565656565657	0.2272727272727273	0.5808080808080808
lcl|NZ_CP032667.1_cds_WP_001156181.1_96	3.4421296296296298	6.284722222222222	1.8263888888888888
lcl|NZ_CP032667.1_cds_WP_000024392.1_97	3.0198412698412698	3.8253968253968256	1.1031746031746033
lcl|NZ_CP032667.1_cds_WP_000003377.1_98	3.395299145299145	7.2564102564102555	3.3974358974358974
lcl|NZ_CP032667.1_cds_WP_001076194.1_99	3.8235294117647056	1.1225490196078431	1.3166666666666669
lcl|NZ_CP032667.1_cds_WP_001277561.1_100	3.447688564476885	0.4416058394160584	1.0608272506082723
lcl|NZ_CP032667.1_cds_WP_000932347.1_101	3.4240506329113924	0.15822784810126586	0.7974683544303798
lcl|NZ_CP032667.1_cds_WP_000586962.1_102	3.3534844668345927	0.13014273719563393	0.8438287153652393
lcl|NZ_CP032667.1_cds_WP_000636500.1_103	3.436293436293436	0.11068211068211067	0.8545688545688546
lcl|NZ_CP032667.1_cds_WP_001295233.1_104	3.5006038647343	0.10144927536231883	0.9341787439613528
lcl|NZ_CP032667.1_cds_105	1.931578947368421	0.07368421052631577	0.3631578947368421
lcl|NZ_CP032667.1_cds_WP_000665680.1_106	3.5289256198347108	0.4573002754820937	0.8870523415977961
lcl|NZ_CP032667.1_cds_WP_000517100.1_107	2.095238095238096	1.9904761904761905	1.7428571428571429
lcl|NZ_CP032667.1_cds_WP_000228269.1_108	3.2448979591836733	0.6037414965986394	1.3503401360544218
lcl|NZ_CP032667.1_cds_WP_000645439.1_109	3.635335073977372	1.1392515230635336	1.5108790252393385
lcl|NZ_CP032667.1_cds_WP_000093247.1_110	3.6792058516196446	0.8171368861024033	1.8213166144200628
lcl|NZ_CP032667.1_cds_WP_000479624.1_111	3.057851239669421	0.9146005509641874	1.2837465564738293
lcl|NZ_CP032667.1_cds_WP_000364939.1_112	3.0615655233069483	0.5901495162708883	1.2233948988566403
lcl|NZ_CP032667.1_cds_WP_001326561.1_113	2.0	0.35119047619047616	0.4375
lcl|NZ_CP032667.1_cds_WP_001324605.1_114	2.595238095238096	0.8605442176870748	0.20748299319727886
lcl|NZ_CP032667.1_cds_WP_001333501.1_115	1.488505747126437	0.28160919540229884	0.28735632183908044
lcl|NZ_CP032667.1_cds_WP_000642478.1_116	2.889610389610389	0.9848484848484848	0.3333333333333333
lcl|NZ_CP032667.1_cds_117	2.6295025728987995	1.0428816466552315	1.2538593481989708
lcl|NZ_CP032667.1_cds_WP_000072850.1_118	3.243179122182681	1.9311981020166076	1.055753262158956
lcl|NZ_CP032667.1_cds_WP_000015300.1_119	3.416061925495888	0.1567489114658926	0.7946298984034833
lcl|NZ_CP032667.1_cds_WP_000779792.1_120	3.35632183908046	0.5254515599343186	1.09688013136289
lcl|NZ_CP032667.1_cds_WP_000206275.1_121	3.466235632183908	1.0287356321839078	0.961206896551724
lcl|NZ_CP032667.1_cds_WP_000582468.1_122	3.37289972899729	0.6607046070460705	0.9219512195121952
lcl|NZ_CP032667.1_cds_WP_000741518.1_123	3.396701388888889	0.2300347222222222	0.8333333333333334
lcl|NZ_CP032667.1_cds_WP_000183980.1_124	3.3651721897335936	0.8992852501624431	4.400259909031838
lcl|NZ_CP032667.1_cds_125	0.0	0.0	0.0
lcl|NZ_CP032667.1_cds_WP_000478195.1_126	2.8981481481481484	0.7808641975308642	0.9074074074074074
lcl|NZ_CP032667.1_cds_WP_000364884.1_127	3.0782761653474053	0.4116094986807388	0.851363236587511
lcl|NZ_CP032667.1_cds_WP_000164036.1_128	2.955897435897436	1.6348717948717948	1.44
lcl|NZ_CP032667.1_cds_WP_000906819.1_129	3.1673414304993255	0.7638326585695007	0.9392712550607288
lcl|NZ_CP032667.1_cds_130	2.3492063492063493	0.15343915343915346	0.582010582010582
lcl|NZ_CP032667.1_cds_WP_000893142.1_131	3.2614942528735638	0.21695402298850572	0.7758620689655172
lcl|NZ_CP032667.1_cds_WP_001350555.1_132	3.2276422764227632	0.15447154471544716	0.8896631823461092
lcl|NZ_CP032667.1_cds_WP_000089481.1_133	3.223227752639517	0.24886877828054302	0.8657616892911011
lcl|NZ_CP032667.1_cds_WP_000196054.1_134	3.4141616566466264	0.1169004676018704	0.8911155644622578
lcl|NZ_CP032667.1_cds_WP_000776887.1_135	3.4569402228976696	0.11854103343465044	1.027355623100304
lcl|NZ_CP032667.1_cds_WP_000279599.1_136	3.2073552425665097	0.2206572769953052	0.8411580594679187
lcl|NZ_CP032667.1_cds_WP_000721664.1_137	3.023206751054852	0.22995780590717302	0.8227848101265823
lcl|NZ_CP032667.1_cds_WP_000576079.1_138	2.7970085470085464	0.2606837606837607	0.6666666666666666
lcl|NZ_CP032667.1_cds_WP_000869037.1_139	3.4464464464464464	0.09109109109109108	0.8068068068068068
lcl|NZ_CP032667.1_cds_WP_000514240.1_140	3.5712603062426385	0.6266195524146054	0.8539458186101295
lcl|NZ_CP032667.1_cds_WP_001300918.1_141	3.940928270042194	3.19831223628692	1.2130801687763713
lcl|NZ_CP032667.1_cds_WP_000144363.1_142	3.3309409888357258	0.3660287081339713	0.9952153110047848
lcl|NZ_CP032667.1_cds_WP_000761225.1_143	3.5563761693746923	0.1688823239783358	0.8838010832102413
lcl|NZ_CP032667.1_cds_WP_001297957.1_144	3.403636363636364	0.7466666666666667	0.8957575757575758
lcl|NZ_CP032667.1_cds_WP_000494484.1_145	3.417302798982188	0.3138252756573367	0.8218829516539441
lcl|NZ_CP032667.1_cds_WP_000045978.1_146	3.266497461928934	0.3240270727580372	1.2115059221658206
lcl|NZ_CP032667.1_cds_WP_001146473.1_147	3.0590142671854736	0.496757457846952	1.106355382619974
lcl|NZ_CP032667.1_cds_WP_000694881.1_148	3.1701913393756294	0.3957703927492447	0.905337361530715
lcl|NZ_CP032667.1_cds_WP_001149591.1_149	3.3151927437641717	0.5102040816326531	1.250944822373394
lcl|NZ_CP032667.1_cds_WP_000275334.1_150	3.3979381443298973	0.3800687285223368	1.013745704467354
lcl|NZ_CP032667.1_cds_WP_001295228.1_151	3.2836257309941517	0.27485380116959063	0.5409356725146199
lcl|NZ_CP032667.1_cds_WP_001296808.1_152	3.0182648401826486	0.5	0.5319634703196348
lcl|NZ_CP032667.1_cds_WP_001182650.1_153	2.994979919678715	0.21887550200803213	0.7971887550200804
lcl|NZ_CP032667.1_cds_WP_000980107.1_154	3.35	0.5233333333333333	1.05
lcl|NZ_CP032667.1_cds_WP_001168560.1_155	3.584429824561404	3.298245614035088	1.336622807017544
lcl|NZ_CP032667.1_cds_WP_001291772.1_156	3.4328502415458937	4.552657004830918	1.7893719806763284
lcl|NZ_CP032667.1_cds_WP_085947770.1_157	3.0444930707512765	0.3428154631655726	0.7272064186725018
lcl|NZ_CP032667.1_cds_WP_001135732.1_158	1.2287581699346406	0.27450980392156865	0.24183006535947715
lcl|NZ_CP032667.1_cds_WP_000014594.1_159	2.507042253521127	4.267605633802817	1.7511737089201878
lcl|NZ_CP032667.1_cds_WP_000455798.1_160	2.9621993127147768	15.209621993127149	8.017182130584192
lcl|NZ_CP032667.1_cds_WP_000190516.1_161	3.5836849507735584	3.956399437412096	1.6497890295358648
lcl|NZ_CP032667.1_cds_WP_000805038.1_162	3.423589743589744	0.6482051282051282	0.9323076923076924
lcl|NZ_CP032667.1_cds_WP_000747625.1_163	3.060606060606061	0.3378787878787879	0.7287878787878788
lcl|NZ_CP032667.1_cds_WP_000013950.1_164	3.2030848329048838	0.3997429305912597	0.8628963153384748
lcl|NZ_CP032667.1_cds_WP_000617473.1_165	2.8367346938775517	0.2834467120181406	0.7709750566893424
lcl|NZ_CP032667.1_cds_WP_000438957.1_166	3.4787234042553186	2.148936170212766	1.2925531914893618
lcl|NZ_CP032667.1_cds_WP_001299523.1_167	3.4620886981402004	2.1573676680972818	1.6709585121602288
lcl|NZ_CP032667.1_cds_WP_000189019.1_168	3.595533498759305	0.1555004135649297	0.9950372208436724
lcl|NZ_CP032667.1_cds_WP_001269197.1_169	3.3752955082742315	0.22990543735224586	0.8806146572104019
lcl|NZ_CP032667.1_cds_WP_001110989.1_170	2.8237547892720305	0.20306513409961685	0.3984674329501916
lcl|NZ_CP032667.1_cds_WP_001222883.1_171	3.3998756218905477	1.236318407960199	2.069029850746269
lcl|NZ_CP032667.1_cds_WP_000938855.1_172	3.302941176470588	0.2872549019607843	0.9147058823529411
lcl|NZ_CP032667.1_cds_WP_000084677.1_173	3.3809523809523814	0.25802879291251385	0.7951273532668881
lcl|NZ_CP032667.1_cds_WP_001196486.1_174	3.165650406504065	0.3770325203252032	0.8800813008130082
lcl|NZ_CP032667.1_cds_WP_000107012.1_175	3.3711442786069648	0.3741293532338309	1.008955223880597
lcl|NZ_CP032667.1_cds_WP_001295225.1_176	3.1485849056603774	0.24056603773584906	0.7272012578616353
lcl|NZ_CP032667.1_cds_WP_001326762.1_177	2.4074074074074074	0.12345679012345677	0.5308641975308642
lcl|NZ_CP032667.1_cds_WP_000141634.1_178	0.0	0.0	0.0
lcl|NZ_CP032667.1_cds_WP_000191622.1_179	3.220238095238096	0.6761904761904762	0.9244047619047621
lcl|NZ_CP032667.1_cds_WP_000988308.1_180	1.9791666666666667	0.3645833333333333	0.515625
lcl|NZ_CP032667.1_cds_WP_001204931.1_181	3.217557251908397	2.25	1.295801526717557
lcl|NZ_CP032667.1_cds_WP_001063318.1_182	1.9259259259259256	6.5291005291005275	2.0476190476190474
lcl|NZ_CP032667.1_cds_183	3.1938911022576364	1.2204515272244356	1.0650730411686586
lcl|NZ_CP032667.1_cds_WP_000025892.1_184	3.566246659030164	0.16113020236731576	0.8442153493699885
lcl|NZ_CP032667.1_cds_WP_001407405.1_185	3.435042735042735	0.11623931623931626	0.8294871794871795
lcl|NZ_CP032667.1_cds_WP_001311203.1_186	3.2583559168925023	0.08852755194218609	0.8030713640469738
lcl|NZ_CP032667.1_cds_WP_001225124.1_187	3.5613126079447324	0.2213586643638457	0.8641335636154289
lcl|NZ_CP032667.1_cds_WP_001266293.1_188	3.811965811965812	0.4057315233785822	0.9834087481146304
lcl|NZ_CP032667.1_cds_WP_000858214.1_189	3.4887334887334887	0.18181818181818185	2.108780108780109
lcl|NZ_CP032667.1_cds_WP_001163141.1_190	3.5470941883767537	0.7120908483633934	1.010688042752171
lcl|NZ_CP032667.1_cds_WP_000037562.1_191	3.631182795698925	0.5279569892473118	0.8483870967741935
lcl|NZ_CP032667.1_cds_WP_077248219.1_192	1.7	0.03888888888888889	0.4944444444444445
lcl|NZ_CP032667.1_cds_WP_001295219.1_193	3.4244791666666665	0.08463541666666667	0.8177083333333334
lcl|NZ_CP032667.1_cds_WP_001296794.1_194	3.323629306162057	0.7583697234352256	1.1130519165453665
lcl|NZ_CP032667.1_cds_WP_001149003.1_195	3.5578231292517013	0.30385487528344673	0.8820861678004536
lcl|NZ_CP032667.1_cds_WP_000191237.1_196	3.1449704142011834	0.3767258382642998	0.9112426035502958
lcl|NZ_CP032667.1_cds_WP_000357790.1_197	3.6366666666666663	0.20444444444444448	0.7988888888888889
lcl|NZ_CP032667.1_cds_WP_001167676.1_198	2.9950248756218905	0.7661691542288557	0.9320066334991708
lcl|NZ_CP032667.1_cds_WP_000934216.1_199	3.333333333333333	1.0139393939393941	0.9163636363636364
lcl|NZ_CP032667.1_cds_WP_000784827.1_200	3.2496423462088697	0.4663805436337625	0.8404864091559371
lcl|NZ_CP032667.1_cds_WP_000372240.1_201	2.9500356887937187	82.50606709493218	23.25196288365453
lcl|NZ_CP032667.1_cds_WP_001191059.1_202	3.2084848484848485	29.665454545454544	7.88
lcl|NZ_CP032667.1_cds_WP_000149999.1_203	3.3031550068587108	6.561042524005487	3.1179698216735248
lcl|NZ_CP032667.1_cds_WP_000024872.1_204	3.378291586384072	2.055555555555556	1.5558766859344897
lcl|NZ_CP032667.1_cds_WP_001081984.1_205	3.369602763385146	2.563903281519862	1.9075993091537131
lcl|NZ_CP032667.1_cds_WP_001205329.1_206	2.8351254480286743	3.4372759856630823	3.455197132616488
lcl|NZ_CP032667.1_cds_WP_000576690.1_207	2.8295454545454546	32.365530303030305	14.221590909090908
lcl|NZ_CP032667.1_cds_WP_000965672.1_208	3.0732984293193724	13.574171029668411	4.294938917975567
lcl|NZ_CP032667.1_cds_WP_000756550.1_209	3.03003003003003	241.22222222222226	47.38438438438438
lcl|NZ_CP032667.1_cds_WP_001298717.1_210	2.5810397553516817	114.5810397553517	39.15902140672783
lcl|NZ_CP032667.1_cds_WP_001296814.1_211	3.0493827160493834	4.3580246913580245	1.9830246913580247
lcl|NZ_CP032667.1_cds_WP_000478619.1_212	2.7099811676082863	3.1544256120527305	1.4764595103578155
lcl|NZ_CP032667.1_cds_WP_001350553.1_213	3.1728395061728394	85.26278659611992	23.75485008818342
lcl|NZ_CP032667.1_cds_214	2.5910290237467017	0.9656992084432716	0.19788918205804748
lcl|NZ_CP032667.1_cds_WP_010723085.1_215	2.8574237954768926	0.7620452310717798	1.1071779744346115
lcl|NZ_CP032667.1_cds_WP_000020601.1_216	3.1226053639846745	0.2541507024265645	0.1532567049808429
lcl|NZ_CP032667.1_cds_WP_000065769.1_217	3.2840375586854464	0.18309859154929575	0.7793427230046949
lcl|NZ_CP032667.1_cds_WP_000922639.1_218	3.0643410852713178	0.10775193798449613	0.8124031007751938
lcl|NZ_CP032667.1_cds_WP_000008957.1_219	3.3079096045197742	0.1497175141242938	0.8870056497175142
lcl|NZ_CP032667.1_cds_WP_001380722.1_220	2.0166666666666666	1.45	1.7666666666666666
lcl|NZ_CP032667.1_cds_WP_001295215.1_221	0.0	0.0	0.0
lcl|NZ_CP032667.1_cds_WP_000160816.1_222	3.369549150036955	0.7220990391722099	0.968218773096822
lcl|NZ_CP032667.1_cds_WP_001300574.1_223	3.597864768683274	0.32858837485172004	0.8623962040332147
lcl|NZ_CP032667.1_cds_WP_001298719.1_224	3.426333822809594	1.145374449339207	1.4096916299559472
lcl|NZ_CP032667.1_cds_WP_000686620.1_225	3.2815405046480746	0.6666666666666666	0.901726427622842
lcl|NZ_CP032667.1_cds_WP_001098652.1_226	3.235374149659864	0.34557823129251697	0.9904761904761904
lcl|NZ_CP032667.1_cds_WP_000323571.1_227	3.2988505747126435	4.273563218390804	2.1954022988505746
lcl|NZ_CP032667.1_cds_WP_000626187.1_228	3.4404761904761907	5.4375	7.696428571428571
lcl|NZ_CP032667.1_cds_WP_000902780.1_229	3.52	1.9406666666666668	1.1366666666666667
lcl|NZ_CP032667.1_cds_WP_000439170.1_230	3.3948462177888614	0.36076475477971737	1.00166251039069
lcl|NZ_CP032667.1_cds_WP_001028905.1_231	3.097815764482432	9.415954415954415	5.7435897435897445
lcl|NZ_CP032667.1_cds_WP_000923893.1_232	1.343137254901961	0.6127450980392157	0.18137254901960784
lcl|NZ_CP032667.1_cds_233	2.6341008089607967	0.447417548226509	0.2184194150591164
lcl|NZ_CP032667.1_cds_WP_001393583.1_234	2.723351817621688	0.6475662353666051	0.4276032039433149
lcl|NZ_CP032667.1_cds_WP_000361477.1_235	3.506554307116105	0.3782771535580524	1.2172284644194755
lcl|NZ_CP032667.1_cds_WP_000149156.1_236	3.344298245614035	0.1421783625730994	0.8739035087719298
lcl|NZ_CP032667.1_cds_WP_001216257.1_237	3.3057777777777777	0.19466666666666665	0.8888888888888888
lcl|NZ_CP032667.1_cds_WP_000420980.1_238	3.202286719437115	0.2559366754617414	0.4978012313104662
lcl|NZ_CP032667.1_cds_WP_000453654.1_239	2.28352490421456	0.24521072796934865	0.1417624521072797
lcl|NZ_CP032667.1_cds_WP_001271686.1_240	2.231770833333333	0.2734375	0.1484375
lcl|NZ_CP032667.1_cds_WP_000015298.1_241	3.3765344664778083	0.119452313503305	0.7639282341831917
lcl|NZ_CP032667.1_cds_WP_001190062.1_242	3.4950248756218905	0.4800995024875622	0.8159203980099502
lcl|NZ_CP032667.1_cds_WP_000173631.1_243	2.811648079306072	0.21933085501858735	0.6741016109045849
lcl|NZ_CP032667.1_cds_WP_001136229.1_244	2.8941176470588235	0.4169934640522876	0.7137254901960784
lcl|NZ_CP032667.1_cds_WP_001008963.1_245	3.152278177458033	0.41247002398081534	0.6654676258992805
lcl|NZ_CP032667.1_cds_WP_000947068.1_246	3.5047619047619047	0.3989417989417989	0.7365079365079366
lcl|NZ_CP032667.1_cds_WP_000953361.1_247	3.368888888888889	0.3980952380952381	0.8476190476190476
lcl|NZ_CP032667.1_cds_WP_000285774.1_248	3.358843537414966	0.5816326530612245	0.8877551020408163
lcl|NZ_CP032667.1_cds_WP_001300885.1_249	3.26	0.3352380952380952	0.9285714285714286
lcl|NZ_CP032667.1_cds_WP_001300943.1_250	3.1141215106732347	0.11083743842364532	0.7996715927750411
lcl|NZ_CP032667.1_cds_WP_001245295.1_251	3.07168458781362	0.7921146953405018	0.985663082437276
lcl|NZ_CP032667.1_cds_WP_001100469.1_252	3.683183183183184	0.3648648648648649	0.8018018018018018
lcl|NZ_CP032667.1_cds_WP_000130621.1_253	2.84959349593496	1.2682926829268293	0.7357723577235772
lcl|NZ_CP032667.1_cds_WP_000106551.1_254	3.3260572987721693	0.21282401091405184	0.8403819918144612
lcl|NZ_CP032667.1_cds_WP_000964718.1_255	3.9043062200956937	0.3620414673046252	0.8548644338118022
lcl|NZ_CP032667.1_cds_WP_000042895.1_256	3.080555555555556	0.4138888888888889	0.7027777777777777
lcl|NZ_CP032667.1_cds_WP_001311191.1_257	2.592592592592593	0.2518518518518518	0.7074074074074074
